date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_14,Distance_km_Vehicle_15,Distance_km_Vehicle_16,Distance_km_Vehicle_17,Distance_km_Vehicle_18,Distance_km_Vehicle_19,Distance_km_Vehicle_2,Distance_km_Vehicle_20,Distance_km_Vehicle_21,Distance_km_Vehicle_22,Distance_km_Vehicle_23,Distance_km_Vehicle_24,Distance_km_Vehicle_25,Distance_km_Vehicle_26,Distance_km_Vehicle_27,Distance_km_Vehicle_28,Distance_km_Vehicle_29,Distance_km_Vehicle_3,Distance_km_Vehicle_4,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00,0.0,0.0,8.324382985279513,0.0,0.0,0.0,0.0,0.0,7.135857793328414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.433445124079917,0.0,0.0,0.0,0.0,0.0,8.271994106797772,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00,0.0,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,0.0,0.0,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,0.0,0.0,0.0,0.0,0.0,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,0.0,0.0,10.839787405132135,0.0,11.944531086608226,0.0
2026-01-01 09:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,0.0,11.944531086608226,10.339729348424171
2026-01-01 10:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 11:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 12:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 13:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 14:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 15:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 16:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 17:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 18:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,10.129313479026724,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,15.212858979357232,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 19:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,7.997622252544647,0.0,7.277775938710078,11.898948103862464,7.135857793328414,10.71997192298239,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,0.0,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,8.271994106797772,10.737641347542557,11.15602253129213,0.0,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 20:00:00,12.562374935790768,0.0,8.324382985279513,9.474397890131108,7.997622252544647,0.0,7.277775938710078,0.0,7.135857793328414,0.0,9.970920016260816,8.465676984103393,9.836078536106914,9.357292805321645,12.840879960556482,9.839544429003125,8.928684046391686,6.433445124079917,0.0,9.78300869705936,6.04953606757948,12.550022368278677,8.249151050388102,0.0,10.737641347542557,11.15602253129213,0.0,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 21:00:00,0.0,0.0,8.324382985279513,0.0,0.0,0.0,0.0,0.0,7.135857793328414,0.0,9.970920016260816,0.0,9.836078536106914,0.0,12.840879960556482,9.839544429003125,0.0,0.0,0.0,0.0,6.04953606757948,0.0,8.249151050388102,0.0,10.737641347542557,11.15602253129213,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.970920016260816,0.0,9.836078536106914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.249151050388102,0.0,0.0,11.15602253129213,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
