date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_12,Consumption_kWh_Vehicle_13,Consumption_kWh_Vehicle_14,Consumption_kWh_Vehicle_15,Consumption_kWh_Vehicle_16,Consumption_kWh_Vehicle_17,Consumption_kWh_Vehicle_18,Consumption_kWh_Vehicle_19,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_20,Consumption_kWh_Vehicle_21,Consumption_kWh_Vehicle_22,Consumption_kWh_Vehicle_23,Consumption_kWh_Vehicle_24,Consumption_kWh_Vehicle_25,Consumption_kWh_Vehicle_26,Consumption_kWh_Vehicle_27,Consumption_kWh_Vehicle_28,Consumption_kWh_Vehicle_29,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00,0.0,0.0,3.84691064461131,0.0,0.0,0.0,0.0,0.0,2.031376809708352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8192783159757304,0.0,0.0,0.0,0.0,0.0,2.412427247051881,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00,0.0,2.039957044270785,3.1305653112085627,2.243669905382406,3.6081880458777174,5.164326908179385,0.0,0.0,1.8438162037587362,4.532109866131405,5.083571620712433,3.548552564646866,0.0,0.0,0.0,0.0,0.0,1.766207379026268,6.066843685386724,4.987766955952781,1.5809727048850644,5.786062571757795,1.2993447908579823,2.2851920295309127,0.0,0.0,2.1919598394512425,0.0,6.089797045365316,0.0
2026-01-01 09:00:00,2.277803424061295,2.8983572018593904,2.3302499073317287,4.8304248914906145,2.815234632822928,1.7297202934264162,2.496946492368325,4.611571216940285,1.4015124041268812,3.485060799757796,3.8315913313124637,3.2897424567704245,1.757390471344876,1.1278460527220875,6.45482058604831,2.7484542073945097,4.275002307743166,3.2800262165224003,5.301582843598467,4.7145885099849965,2.2973486893692203,4.036224074914602,2.527951522553875,3.376567364246386,1.2165503671061286,1.2639520045986425,1.2281232833394953,0.0,4.551617105079785,3.261972991823544
2026-01-01 10:00:00,2.2778353203299058,2.9957636343739797,3.2339370642409953,3.0662458485653707,3.1929195102715737,1.2646121005133548,2.527375684732117,4.9145470363294965,2.451905429126848,1.2145484614511082,2.2488969596333837,4.316138851412155,3.093689533200993,2.8353248509547053,1.4548425230794202,5.016591120823908,1.011599615114579,1.3991306927564195,7.756120603839953,4.53030010929083,2.1893036652459674,4.412135556543812,1.3511819068631035,3.3331998808710135,4.321653611606707,3.080373611969644,4.244001919388087,2.59645484712932,1.827727422554947,3.244531940570211
2026-01-01 11:00:00,5.800791043817251,1.1816538008885138,1.6724122260011767,2.8427055259863536,4.077505932242023,2.6296022371453067,3.7104996493397375,3.525775909702828,2.568362753287938,3.8841488128937165,3.7139689344244142,2.9880091226628878,1.854448595728486,4.00909617782108,3.8288626216213943,5.016591120823908,3.966678835409545,1.9917042783766097,5.089560000555416,1.7739631334914847,1.0254187639496588,1.7968590572908314,2.782811726457766,2.342235414350131,2.5639086249709497,1.2639520045986425,5.274340513925461,3.4157376784027145,2.3297371328414966,1.1714678417231967
2026-01-01 12:00:00,4.223677626999802,2.083634107587098,3.365525898082693,4.8304248914906145,2.5345845226853743,1.505060892425785,2.9863568114065426,6.066557027684312,2.2033083821801513,5.465468076529987,4.093552439298616,1.516814253112411,3.220354370870055,2.4095106297672646,6.54679135385739,3.581413139671968,1.9600240751270208,2.5466031471045723,7.707885347163298,3.834733572168261,1.3399398539474,2.34927103621665,1.9835206433687285,0.9371981370589988,3.015304308574442,1.3597508730401144,2.728576301305675,1.1503425668412872,1.7359854100500474,4.954236107521183
2026-01-01 13:00:00,1.8206243867365215,2.7458372440842895,3.320864866610154,1.0734277536645809,4.077505932242023,1.1476282018176411,1.7469538160275657,2.069025826279478,2.840364079499161,2.299574107681273,3.8144331368312643,2.958245659315857,3.7262752353686386,3.3840708563234867,5.014834560971759,4.468740406313609,2.8441376029214833,1.9046117813133603,6.735211476849362,4.949877909031853,1.512556416614408,2.3196882587727328,2.4588703158277636,0.9371981370589988,1.2165503671061286,3.126161309942794,1.2281232833394953,4.626870734592753,3.0007594172891676,2.437576264645092
2026-01-01 14:00:00,3.786793594686363,1.1816538008885138,2.588832494409013,2.539292842181685,3.399758833713086,1.8496616616659056,2.6479700386353002,6.066557027684312,1.5009932501503855,4.369614609275862,2.541356240935027,0.9591419669804787,5.01482407076846,1.0601600136364087,1.4548425230794202,1.9973125407196417,3.919105738821772,0.7288947147827557,2.170884608902993,1.6629331286296964,3.084294109417204,5.571632398646927,2.883296670576348,2.7976339568353192,3.3037609925728053,4.082422126846404,4.2805082503581815,3.666755413825917,4.783876058731468,3.8056665802741025
2026-01-01 15:00:00,1.8323912626174916,1.2894375534022429,2.5367281464934526,2.3509670322511353,3.565353187970626,3.742570165073385,0.8245554776310529,3.5817850020472815,1.5118265402996263,1.2145484614511082,1.8573887035631904,2.526050144611116,1.8415484886093934,1.0601600136364087,2.76051862298586,1.4361657495027074,1.2961314412989986,2.935234197259628,3.0562847396291217,1.108392656878396,2.3196208459907917,5.53893371465192,4.117513217755618,3.1163614865522877,2.491377929530294,3.7174379644650344,3.545396134331871,2.199690242729762,3.899476659141841,1.9517313669544536
2026-01-01 16:00:00,1.8278994167511047,2.9410432281624677,3.7871445891709397,4.538009859068135,2.126279998005348,5.164326908179385,2.5855952605069765,2.9274336179527736,0.9446494573643679,3.5565093653729227,3.1323531572455803,2.3402032329679145,1.114405349059658,4.725547619038953,3.5041788554810496,2.127115458996537,2.067208626269837,1.887038386127357,3.7902621519865107,4.423012934148734,3.084294109417204,5.985917325217861,4.205745318018222,2.690135949712756,3.232417886355743,3.6045413792937047,3.410197727670234,4.669282593916829,2.61593390959552,4.129760183520564
2026-01-01 17:00:00,3.202795594140376,1.1816538008885138,2.3451560649032763,2.953936755312798,2.5998166117584587,3.346003936435539,1.6427657325840157,4.8004987215912305,3.638144133986109,2.9881610454349805,2.6527895025658785,1.6843741435814543,1.114405349059658,3.571919595462429,5.177350822451938,3.589839711661378,2.8858499328206535,0.7288947147827557,4.3501370482426545,4.167751138454198,0.6853986909816009,4.683341445806022,2.9906734093731857,1.097989449477474,3.7151336343709604,1.2639520045986425,4.894475218963411,2.7439620180843978,4.2021417183418714,2.1979031007834746
2026-01-01 18:00:00,1.4232885365796593,1.4444221855569959,2.5284098944721225,4.8304248914906145,1.558190152444202,3.7693922405948355,1.8778006245252385,3.2735484421574927,0.8084764742191354,2.745458768812614,3.784074844374001,1.295378115132257,2.4068582599844954,2.1534956385033013,5.888776567524631,3.0002915443373555,2.2857987013845813,1.627977085779512,6.97687416490358,3.011480048276213,3.084294109417204,5.435438188346798,3.009609523282029,2.393405912341865,1.5832358531135111,2.03881340212631,5.526554775027729,3.754434518753071,2.8474009237717244,5.271605287754386
2026-01-01 19:00:00,1.4232885365796593,1.7106710963594876,2.491447972602257,4.065249995778644,2.044192630822317,0.0,3.7104996493397375,6.066557027684312,3.103384750061292,1.2145484614511082,1.2907267649557759,3.033784834005143,3.412701437540296,1.9126486693048321,4.1361155895873525,4.196331591363646,3.2320343147283532,2.1543292527174533,0.0,2.841308817941998,1.9211621979142608,1.8832770478434233,3.493006239652267,4.0509525657153445,1.2165503671061286,1.5759114238539376,0.0,3.052757322489197,3.401338736659898,3.065955414335266
2026-01-01 20:00:00,1.6403080465624822,0.0,2.5067965076040575,2.1544944333532747,2.0936844211841845,0.0,2.375223734626469,0.0,1.0619615942945118,0.0,2.586759679318939,1.9178371096224103,2.4800174428133848,1.954966293491585,4.613541578577339,3.5053962434053734,2.986000047349626,1.1326560312433824,0.0,1.108392656878396,1.0118287447706544,6.374114111530712,3.6518716487161815,0.0,4.679614995586376,3.988365851819491,0.0,1.6577861511787333,4.397651812770486,3.4115829049314508
2026-01-01 21:00:00,0.0,0.0,1.1566949708278491,0.0,0.0,0.0,0.0,0.0,1.7240817492917273,0.0,1.73138188945263,0.0,1.114405349059658,0.0,2.48798937272316,5.016591120823908,0.0,0.0,0.0,0.0,0.6853986909816009,0.0,4.205745318018222,0.0,2.516673653822073,1.2639520045986425,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.088322061981335,0.0,4.42241381441097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.205745318018222,0.0,0.0,3.3767607311022325,0.0,0.0,0.0,0.0
