date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.0,2.3643538486222746,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,1.6678246193769914,0.0,3.2225312412729727,0.0,0.0,0.6608106118237435
2026-01-01 07:00:00,1.3138556125604879,1.723875973616315,2.0710139943766266,3.1884302380478977,2.5550412750554754,1.8167840035014227,2.283550473292939
2026-01-01 08:00:00,3.3458967828745734,0.6799683970760864,1.2414267664512473,2.409208576134409,1.7009576721762223,0.8370481947515321,2.837939992878039
2026-01-01 09:00:00,2.4362176257220076,1.1990020623330881,2.1558074581656856,0.7369437700074684,1.9202896314236786,1.0456208339652993,1.4681524237295476
2026-01-01 10:00:00,1.0501363059607964,1.5800588531834863,2.4944869472285642,1.304370848770537,0.9258291868778097,1.83730551905265,0.6608106118237435
2026-01-01 11:00:00,2.184222877563508,0.6799683970760864,3.3570824474918286,2.7673005371450126,2.0604499651564216,2.26589053410678,2.303193265861932
2026-01-01 12:00:00,0.0,0.0,1.2327910251831324,0.0,1.6657152006275722,2.10230886270122,0.0
2026-01-01 13:00:00,0.0,0.7419912546782857,0.0,3.8409947587887823,1.7256683118905407,0.0,1.7550425000734389
2026-01-01 14:00:00,0.7653583538283393,1.6923877772672515,0.6863368559316627,3.41443709213597,1.9254704150780422,1.6979668317526506,1.6881165655253376
2026-01-01 15:00:00,0.7634821869702646,0.6799683970760864,0.6863368559316627,1.821049935782896,1.0430511813417982,0.6847659925362678,2.422863820957999
2026-01-01 16:00:00,1.337752702486902,0.8311752879530512,1.4823291473114408,3.117475832364287,0.5035454570951112,1.1172155496441811,2.7357559329502976
2026-01-01 17:00:00,0.5944831726731219,0.9843850055247251,2.101805036068149,4.22067795549732,2.2659545569280004,0.9455184724427014,0.6695640313676308
2026-01-01 18:00:00,0.5944831726731219,2.397531541363181,1.5273862206355044,2.422892574095202,1.4294127959009462,1.840332911796276,0.6886738009476735
2026-01-01 19:00:00,0.6851284940614278,2.1153678701866747,0.6863368559316627,0.0,2.2659545569280004,0.7253621875465782,0.0
2026-01-01 20:00:00,0.5944831726731219,0.0,0.0,0.0,0.0,1.613479675997783,0.0
2026-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.9936303576053459,0.0,0.0,0.0,0.7910644704085208,0.0
2026-01-02 06:00:00,0.0,1.88770093997439,0.0,2.7665628132706725,0.0,1.8249726424831123,0.0
2026-01-02 07:00:00,1.719417401773742,0.6554918407603298,0.0,1.3520200560849074,1.8203472560146117,1.328983349327941,0.67232184
2026-01-02 08:00:00,0.8545064657799749,1.2098440382680231,4.613457604687874,3.4015290536179483,4.001147851429102,0.9280739641191702,0.67232184
2026-01-02 09:00:00,1.0056836826743885,1.456112846718411,1.2591941622266374,2.2148424475309714,5.116736653207768,0.7910644704085208,1.0830890493631096
2026-01-02 10:00:00,1.7700326699951627,2.5209418849895338,1.2591941622266374,0.755895345248433,3.390288653206737,2.4960939850354418,1.8303369586430744
2026-01-02 11:00:00,0.8545064657799749,1.6300333312460178,3.8536380910421952,0.755895345248433,3.284916831990704,1.583538164372047,1.6799366994624596
2026-01-02 12:00:00,0.0,0.0,0.0,2.708890068441486,0.0,0.0,0.0
2026-01-02 13:00:00,1.4753250252204793,0.9821840887915464,0.0,0.0,4.4808485684404245,0.0,0.0
2026-01-02 14:00:00,0.66714407423307,0.5041883769979068,1.070315037892642,2.930340233334442,1.4303377512239335,4.35985421991285,1.6537931997240534
2026-01-02 15:00:00,0.9228790203842104,1.9060599166859158,4.816417670516889,3.655441176735497,2.1760473897849573,4.2521505599856235,0.7784779200000002
2026-01-02 16:00:00,0.6662600815886788,2.2688476964905804,1.2231045091984878,1.2904108386832576,1.1420376701768065,4.819844214418769,3.3896410306020766
2026-01-02 17:00:00,2.697591844441327,0.5041883769979068,2.0392745088165474,0.8503822634044871,2.126069698834393,2.226995904820339,0.7784779200000002
2026-01-02 18:00:00,1.1531613914939476,1.8156000230955358,2.3451084711259886,3.0251665222176833,4.255484942528538,0.0,0.7784779200000002
2026-01-02 19:00:00,0.6064239434567563,0.5041883769979068,0.0,2.5601340416267475,0.0,0.0,0.0
2026-01-02 20:00:00,1.845210889887665,0.819824913471908,0.0,0.0,0.0,0.0,0.0
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,2.498896815244736,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 09:00:00,1.8382532240744969,4.153303478162053,2.1388744273558684,0.0,0.0,1.9214963817336277,3.148241182889354
2026-01-03 10:00:00,1.5038920495002384,5.758093561019563,1.3404117729992302,1.8773427938811165,2.789523906699069,3.9462796575109786,4.508309087798685
2026-01-03 11:00:00,1.2878449718821563,4.172234815834296,3.962189440824342,3.204968344544683,5.2851161972479135,4.460670583189967,4.540885656249825
2026-01-03 12:00:00,0.0,4.462698800831059,0.0,1.209049010004,0.0,1.145840079526878,0.0
2026-01-03 13:00:00,0.6308081791325216,3.9878530644730428,0.0,0.6248516621433554,0.0,1.9872689207113312,2.4103604720141445
2026-01-03 14:00:00,0.6308081791325216,2.062403079609594,0.6702058864996151,1.734563894151038,0.9324756407437894,0.7433442728802669,0.6063769392576447
2026-01-03 15:00:00,0.8145172325008053,1.1686298361380414,1.192504513529794,2.7203602725089997,0.6594812781839999,1.4428314525809132,0.5580226200018461
2026-01-03 16:00:00,2.121390142100324,0.8861895698828984,2.2694314744357476,0.815280893987534,1.534388833346509,2.6907536182814504,1.1600584754445997
2026-01-03 17:00:00,1.5070253195529035,1.1902688197680973,2.036865440078595,1.9104957277654768,1.8302300946681895,0.6974678744946213,1.9465759799114772
2026-01-03 18:00:00,0.6308081791325216,0.8861895698828984,0.859296341439415,1.1919205025424786,0.8235127820842434,2.5548758862496297,1.476859788660035
2026-01-03 19:00:00,0.0,0.0,1.1700357714144076,0.0,0.0,0.0,2.120158149545857
2026-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 09:00:00,0.0,1.3050301525,2.9987671683804447,5.8128526675642105,0.0,2.4004339946948545,0.0
2026-01-04 10:00:00,5.801382488559295,2.5864127926749734,5.55786923913675,1.526509753596797,3.2031373768565836,2.3841544292651005,0.0
2026-01-04 11:00:00,1.817932841309534,1.5294731478879031,4.138273387257456,4.385277648122904,6.975099234082282,3.897525298544481,11.403411421718216
2026-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 13:00:00,1.0473566329885777,2.2946431051072906,0.6264144732,2.1254404000979497,1.4582765339786243,2.8248407748099083,1.1420656576838575
2026-01-04 14:00:00,1.6586361851267435,2.739767928533609,0.6264144732,0.6236010524589958,1.7363288060276272,1.2777458859928261,2.2967996147842373
