date,Distance_km,Consumption_kWh,Consumption_km,Location,ChargingStation,ID,PowerRating_kW,consumption_factor,VehicleID,ScheduleType,VehicleType,CompanyType
2026-01-01 00:00:00,0.0,0.0,0.0,1,1,0,80,1.0,0,Typeb,Renault,Food
2026-01-01 01:00:00,0.0,0.0,0.0,1,1,0,80,1.0,0,Typeb,Renault,Food
2026-01-01 02:00:00,0.0,0.0,0.0,1,1,0,80,1.0,0,Typeb,Renault,Food
2026-01-01 03:00:00,0.0,0.0,0.0,1,1,0,80,1.0,0,Typeb,Renault,Food
2026-01-01 04:00:00,0.0,0.0,0.0,1,1,0,80,1.0,0,Typeb,Renault,Food
2026-01-01 05:00:00,0.0,0.0,0.0,1,1,0,80,1.0,0,Typeb,Renault,Food
2026-01-01 06:00:00,0.0,0.0,0.0,1,1,0,80,1.0,0,Typeb,Renault,Food
2026-01-01 07:00:00,7.245978964839042,1.3138556125604879,0.18132202962994293,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 08:00:00,7.245978964839042,3.3458967828745734,0.4617591079287514,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 09:00:00,7.245978964839042,2.4362176257220076,0.33621649159398637,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 10:00:00,7.245978964839042,1.0501363059607964,0.14492676711546645,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 11:00:00,7.245978964839042,2.184222877563508,0.30143930698148635,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 12:00:00,0.0,0.0,0.0,1,1,0,80,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 13:00:00,0.0,0.0,0.0,1,1,0,80,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 14:00:00,5.247088215917927,0.7653583538283393,0.14586344317720742,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 15:00:00,5.247088215917927,0.7634821869702646,0.14550587974757365,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 16:00:00,5.247088215917927,1.337752702486902,0.25495144114951296,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
2026-01-01 17:00:00,5.247088215917927,0.5944831726731219,0.11329772784640002,0,0,0,0,1.1329772784640002,0,Typeb,Renault,Food
