date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_10,Consumption_km_Vehicle_11,Consumption_km_Vehicle_12,Consumption_km_Vehicle_13,Consumption_km_Vehicle_2,Consumption_km_Vehicle_3,Consumption_km_Vehicle_4,Consumption_km_Vehicle_5,Consumption_km_Vehicle_6,Consumption_km_Vehicle_7,Consumption_km_Vehicle_8,Consumption_km_Vehicle_9
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.3760717541161335,0.0,0.0,0.0,0.0,0.2762564866496924,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,0.2778963561163211,0.27993064608541485,0.5098397753088001,0.35200895265179466,0.17076382293902673,0.0,0.4081926704313758,0.0,0.0,0.11329772784640002,0.0,0.38106285396024403,0.0
2026-01-01 07:00:00,0.18132202962994293,0.2872357476311865,0.3884897018745717,0.3236349036764952,0.3992335983680231,0.1248467729952085,0.314524688049661,0.40294998253587383,0.4024769939439048,0.27611755025855655,0.39152077072828473,0.0,0.15301793007212552,0.3137927339524312
2026-01-01 08:00:00,0.4617591079287514,0.11329772784640002,0.20090524774732252,0.30004075815175796,0.5098397753088001,0.2596032043622736,0.18853535877342337,0.28315245200976696,0.23877763672538124,0.11329772784640002,0.486572320729123,0.37296498882707424,0.19504634513894925,0.11329772784640002
2026-01-01 09:00:00,0.33621649159398637,0.19978018085785545,0.4042973399991503,0.5098397753088001,0.3169172589864358,0.14858468893692475,0.3274022629087974,0.11329772784640002,0.2808162622478103,0.12188491635133183,0.25171861765608256,0.12560610415197265,0.14533725915757137,0.47914562756676354
2026-01-01 10:00:00,0.14492676711546645,0.263272644286211,0.3989322538958901,0.11329772784640002,0.5098397753088001,0.11329772784640002,0.378837483016223,0.11329772784640002,0.11329772784640002,0.28022185336880195,0.11329772784640002,0.5052088170420235,0.25122454749634415,0.23574855612797946
2026-01-01 11:00:00,0.30143930698148635,0.11329772784640002,0.3109939197880486,0.2680162762455552,0.42509620064030484,0.1826048394588367,0.5098397753088001,0.33820550652185255,0.3076803262132528,0.3659388563796279,0.3948885794874132,0.40037365884276815,0.4005076485668806,0.36806249487121306
2026-01-01 12:00:00,0.0,0.0,0.30473467534822646,0.24813893816935761,0.0,0.0,0.18722384961133828,0.0,0.23202282967855664,0.333222522098516,0.0,0.24018455866504754,0.3264654452206829,0.18876039219072088
2026-01-01 13:00:00,0.0,0.12363210348957233,0.0,0.478976069159508,0.4458016489633801,0.369479153036637,0.0,0.3767364248955787,0.3010361197336436,0.0,0.3270724786219784,0.5098397753088001,0.21900683171467564,0.3994069906820106
2026-01-01 14:00:00,0.14586344317720742,0.28198911982367236,0.45494598168632633,0.31178094793651534,0.26586401943762944,0.5098397753088001,0.11329772784640002,0.3252100902129575,0.3459915929508314,0.32310273389849575,0.31460005627561144,0.29961368810245764,0.351804661721142,0.21256872658068623
2026-01-01 15:00:00,0.14550587974757365,0.11329772784640002,0.2817213082399442,0.5098397753088001,0.3250736943635042,0.3303287970466721,0.11329772784640002,0.13273576302178053,0.14744726536017658,0.11329772784640002,0.4515287095617857,0.4099473554987759,0.2383853248926722,0.5098397753088001
2026-01-01 16:00:00,0.25495144114951296,0.13849212988735507,0.30373541185493935,0.42907739815457424,0.1948316766209387,0.3721271188219774,0.24469693396095243,0.28933844505220435,0.11329772784640002,0.18275450738894905,0.5098397753088001,0.3333311008842978,0.28476117747923607,0.2965218248002336
2026-01-01 17:00:00,0.11329772784640002,0.16402024701677068,0.2992952122707506,0.22740172603448267,0.2556000478982244,0.45228608829041017,0.3469575222496172,0.4897189859439511,0.435814053023606,0.1412610470652581,0.12478100520435907,0.18101395703231685,0.3681728299657551,0.3299489561060313
2026-01-01 18:00:00,0.11329772784640002,0.3994816189172547,0.30113901679403393,0.39752748439752483,0.26178836097416647,0.3547512457552417,0.2521347744133576,0.2054357696851049,0.23437862863598485,0.3575078699090386,0.12834233189711888,0.11329772784640002,0.11329772784640002,0.3067463848455653
2026-01-01 19:00:00,0.13057308470305015,0.3524669297602824,0.0,0.11329772784640002,0.0,0.0,0.11329772784640002,0.0,0.4429858213025618,0.11329772784640002,0.0,0.0,0.29672057460555207,0.5098397753088001
2026-01-01 20:00:00,0.11329772784640002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30268500459106945,0.0,0.0,0.4668754264108724,0.0
2026-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.21862165894553443,0.5546655180000001,0.4720417385983013,0.0,0.0,0.0,0.0,0.0,0.123259004,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.4153378647617373,0.4867179706462685,0.27842840987081763,0.0,0.21578824528925494,0.0,0.35621621415507676,0.0,0.18944704942458143,0.0,0.23155370464010977,0.0,0.15870683952834272
2026-01-02 07:00:00,0.24801880955862732,0.1442233649117268,0.123259004,0.48295660341666014,0.0,0.33240848959274183,0.0,0.12555580268127986,0.123259004,0.123259004,0.123259004,0.42659253293758426,0.0,0.5374859204465118
2026-01-02 08:00:00,0.123259004,0.26619366919199366,0.26822872759840605,0.123259004,0.25744142426846406,0.5546655180000001,0.4515984956160431,0.46499455214635865,0.2976723465222429,0.123259004,0.123259004,0.5546655180000001,0.35076327134912466,0.4038015786094431
2026-01-02 09:00:00,0.14506568882699977,0.32037850265432644,0.12954826384057064,0.42825312089696516,0.433378190049563,0.2961239650869208,0.123259004,0.266250714043099,0.4071308952609943,0.123259004,0.1985663257165701,0.3607396551211618,0.35050266637519867,0.5546655180000001
2026-01-02 10:00:00,0.2553198515027284,0.5546655180000001,0.5228034571488988,0.2728337273595737,0.18327839334681506,0.2620907757004022,0.123259004,0.123259004,0.23773649810342462,0.2940172220723605,0.3355617757512303,0.3658338089204044,0.123259004,0.123259004
2026-01-02 11:00:00,0.123259004,0.35864503161150485,0.5546655180000001,0.1818889688232095,0.5139952879119015,0.2574852958119885,0.3772218829528132,0.123259004,0.22739770068104376,0.15182815182972217,0.30798839490145097,0.5234997240120254,0.42389570901631474,0.35202427202087766
2026-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468118896936589,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 13:00:00,0.2998679309203736,0.24011468342435865,0.5546655180000001,0.2634980077823136,0.35781945243703683,0.4790353587058629,0.0,0.0,0.38870415169368494,0.0,0.0,0.0,0.0,0.125645106443468
2026-01-02 14:00:00,0.13560070475735456,0.123259004,0.2729235595106146,0.20275963555812465,0.123259004,0.19009254046960847,0.123259004,0.3298299271883002,0.123259004,0.3267416790262695,0.26185058995630844,0.2754904640247682,0.5546655180000001,0.40690632047716874
2026-01-02 15:00:00,0.18758024001597676,0.465974738041223,0.28445628647730165,0.13755970855255803,0.3937541725246486,0.5546655180000001,0.5546655180000001,0.43492997916405823,0.13994922432327908,0.3163254206617551,0.123259004,0.5172297666797387,0.22836286004486891,0.123259004
2026-01-02 16:00:00,0.13542102838727277,0.5546655180000001,0.2802688504798926,0.123259004,0.29181043621172925,0.123259004,0.1408544571031584,0.123259004,0.123259004,0.3712283253584614,0.5366931631786621,0.19802528569348962,0.3305204365170209,0.35874948589750194
2026-01-02 17:00:00,0.5483003887495275,0.123259004,0.30087154647954223,0.34980070221906234,0.2842682168047356,0.4853336902191683,0.234845756567357,0.123259004,0.13455518122850738,0.123259004,0.123259004,0.21729546599784702,0.30859515563929846,0.3532237369752885
2026-01-02 18:00:00,0.23438639931758204,0.44385999503130524,0.17042551288001606,0.123259004,0.0,0.0,0.27006603120524025,0.34357456230565453,0.3643808769076376,0.0,0.123259004,0.20937681418978968,0.31480937036886825,0.185689139577912
2026-01-02 19:00:00,0.123259004,0.123259004,0.0,0.19748640942207618,0.0,0.0,0.0,0.276170239741575,0.0,0.0,0.0,0.0,0.45453905112012166,0.0
2026-01-02 20:00:00,0.37504926860416055,0.20042271281742202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3763980611246265,0.0
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,0.35401038215967096,0.0,0.0,0.5073466641995336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 09:00:00,0.260419206743887,0.3069326209428689,0.0,0.4431074320345597,0.0,0.0,0.19292608890857377,0.0,0.0,0.1209049010004,0.34105946147968,0.0,0.0,0.45429655840622374
2026-01-03 10:00:00,0.21305137367920043,0.4255279580725677,0.3523719914144277,0.4235994558013547,0.378880067783345,0.3626764612742851,0.1209049010004,0.1209049010004,0.1209049010004,0.3233003830722629,0.48840015117819097,0.1209049010004,0.0,0.4418027502111681
2026-01-03 11:00:00,0.18244470434997215,0.3083316627225626,0.16923415538242784,0.26001779756981763,0.2002744345252298,0.20173999657606853,0.35738877540280484,0.22740006068416024,0.3032869410232855,0.3775770531381256,0.4919292794270645,0.34476406436366563,0.218586372127148,0.40647778381932853
2026-01-03 12:00:00,0.0,0.32979719556246456,0.0,0.4372660778706986,0.0,0.46253716873553313,0.0,0.1209049010004,0.0,0.1209049010004,0.0,0.0,0.1597194675767162,0.0
2026-01-03 13:00:00,0.1209049010004,0.5440720545018,0.3313236850185174,0.0,0.35171528421973763,0.0,0.0,0.1209049010004,0.0,0.25139300261383446,0.522244768936398,0.24642950528745364,0.0,0.0
2026-01-03 14:00:00,0.1209049010004,0.281378441630799,0.4473593788393475,0.4603713089275262,0.15299016810569416,0.43661349918052905,0.1209049010004,0.25381600505989965,0.1209049010004,0.1209049010004,0.1313816701724897,0.4986306860380059,0.23001249059534828,0.17983442626823906
