date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_2,Distance_km_Vehicle_3,Distance_km_Vehicle_4,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,6.824472241768382,0.0,0.0,0.0,0.0,6.504488519015648,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,6.001606651793873,6.824472241768382,5.126584412782885,7.759826464018644,9.146121910952807,0.0,6.504488519015648,0.0,0.0,5.832514247060783,0.0,7.913848146330145,0.0
2026-01-01 07:00:00,7.245978964839042,6.001606651793873,6.824472241768382,5.126584412782885,7.759826464018644,9.146121910952807,6.584583255511025,6.504488519015648,5.217391304347826,5.0,5.832514247060783,0.0,7.913848146330145,6.871176594893594
2026-01-01 08:00:00,7.245978964839042,6.001606651793873,6.824472241768382,5.126584412782885,7.759826464018644,9.146121910952807,6.584583255511025,6.504488519015648,5.217391304347826,5.0,5.832514247060783,7.811264039808398,7.913848146330145,6.871176594893594
2026-01-01 09:00:00,7.245978964839042,6.001606651793873,6.824472241768382,5.126584412782885,7.759826464018644,9.146121910952807,6.584583255511025,6.504488519015648,5.217391304347826,5.0,5.832514247060783,7.811264039808398,7.913848146330145,6.871176594893594
2026-01-01 10:00:00,7.245978964839042,6.001606651793873,6.824472241768382,5.126584412782885,7.759826464018644,9.146121910952807,6.584583255511025,6.504488519015648,5.217391304347826,5.0,5.832514247060783,7.811264039808398,7.913848146330145,6.871176594893594
2026-01-01 11:00:00,7.245978964839042,6.001606651793873,6.824472241768382,5.126584412782885,7.759826464018644,9.146121910952807,6.584583255511025,6.504488519015648,5.217391304347826,5.0,5.832514247060783,7.811264039808398,7.913848146330145,6.871176594893594
2026-01-01 12:00:00,0.0,0.0,6.824472241768382,5.126584412782885,0.0,0.0,6.584583255511025,0.0,5.217391304347826,5.0,0.0,7.811264039808398,7.913848146330145,6.871176594893594
2026-01-01 13:00:00,0.0,6.001606651793873,0.0,5.52093705992003,9.607404193546893,9.527210323909175,0.0,8.278439933292644,4.444444444444445,0.0,5.3659131072959205,7.101149127098544,7.147991874104647,6.59632953109785
2026-01-01 14:00:00,5.247088215917927,6.001606651793873,8.901485532741368,5.52093705992003,9.607404193546893,9.527210323909175,6.057816595070143,8.278439933292644,4.444444444444445,4.137931034482759,5.3659131072959205,7.101149127098544,7.147991874104647,6.59632953109785
2026-01-01 15:00:00,5.247088215917927,6.001606651793873,8.901485532741368,5.52093705992003,9.607404193546893,9.527210323909175,6.057816595070143,8.278439933292644,4.444444444444445,4.137931034482759,5.3659131072959205,7.101149127098544,7.147991874104647,6.59632953109785
2026-01-01 16:00:00,5.247088215917927,6.001606651793873,8.901485532741368,5.52093705992003,9.607404193546893,9.527210323909175,6.057816595070143,8.278439933292644,4.444444444444445,4.137931034482759,5.3659131072959205,7.101149127098544,7.147991874104647,6.59632953109785
2026-01-01 17:00:00,5.247088215917927,6.001606651793873,8.901485532741368,5.52093705992003,9.607404193546893,9.527210323909175,6.057816595070143,8.278439933292644,4.444444444444445,4.137931034482759,5.3659131072959205,7.101149127098544,7.147991874104647,6.59632953109785
2026-01-01 18:00:00,5.247088215917927,6.001606651793873,8.901485532741368,5.52093705992003,9.607404193546893,9.527210323909175,6.057816595070143,8.278439933292644,4.444444444444445,4.137931034482759,5.3659131072959205,7.101149127098544,7.147991874104647,6.59632953109785
2026-01-01 19:00:00,5.247088215917927,6.001606651793873,0.0,5.52093705992003,0.0,0.0,6.057816595070143,0.0,4.444444444444445,4.137931034482759,0.0,0.0,7.147991874104647,6.59632953109785
2026-01-01 20:00:00,5.247088215917927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.137931034482759,0.0,0.0,7.147991874104647,0.0
2026-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,4.544976752979863,7.039750534427268,5.368889207348629,0.0,0.0,0.0,0.0,0.0,6.417904126570102,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,4.544976752979863,7.039750534427268,5.368889207348629,0.0,5.145338856303575,0.0,6.132577099588058,0.0,6.417904126570102,0.0,5.0,0.0,8.692131624742773
2026-01-02 07:00:00,6.932608880889341,4.544976752979863,7.039750534427268,5.368889207348629,0.0,5.145338856303575,0.0,6.132577099588058,10.191883727978908,6.417904126570102,5.454545454545454,5.0,0.0,8.692131624742773
2026-01-02 08:00:00,6.932608880889341,4.544976752979863,7.039750534427268,5.368889207348629,7.0588235294117645,5.145338856303575,10.215839178991235,6.132577099588058,10.191883727978908,6.417904126570102,5.454545454545454,5.0,9.206722218225451,8.692131624742773
2026-01-02 09:00:00,6.932608880889341,4.544976752979863,7.039750534427268,5.368889207348629,7.0588235294117645,5.145338856303575,10.215839178991235,6.132577099588058,10.191883727978908,6.417904126570102,5.454545454545454,5.0,9.206722218225451,8.692131624742773
2026-01-02 10:00:00,6.932608880889341,4.544976752979863,7.039750534427268,5.368889207348629,7.0588235294117645,5.145338856303575,10.215839178991235,6.132577099588058,10.191883727978908,6.417904126570102,5.454545454545454,5.0,9.206722218225451,8.692131624742773
2026-01-02 11:00:00,6.932608880889341,4.544976752979863,7.039750534427268,5.368889207348629,7.0588235294117645,5.145338856303575,10.215839178991235,6.132577099588058,10.191883727978908,6.417904126570102,5.454545454545454,5.0,9.206722218225451,8.692131624742773
2026-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132577099588058,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 13:00:00,4.9199159799859835,4.090479077681876,8.213042290165147,5.1837550967504,6.0,6.499375397436095,0.0,0.0,9.265348843617188,0.0,0.0,0.0,0.0,9.825887923622265
2026-01-02 14:00:00,4.9199159799859835,4.090479077681876,8.213042290165147,5.1837550967504,6.0,6.499375397436095,8.68346330214255,6.899149237036565,9.265348843617188,10.339956648362943,6.315789473684211,5.714285714285714,5.91860714028779,9.825887923622265
2026-01-02 15:00:00,4.9199159799859835,4.090479077681876,8.213042290165147,5.1837550967504,6.0,6.499375397436095,8.68346330214255,6.899149237036565,9.265348843617188,10.339956648362943,6.315789473684211,5.714285714285714,5.91860714028779,9.825887923622265
2026-01-02 16:00:00,4.9199159799859835,4.090479077681876,8.213042290165147,5.1837550967504,6.0,6.499375397436095,8.68346330214255,6.899149237036565,9.265348843617188,10.339956648362943,6.315789473684211,5.714285714285714,5.91860714028779,9.825887923622265
2026-01-02 17:00:00,4.9199159799859835,4.090479077681876,8.213042290165147,5.1837550967504,6.0,6.499375397436095,8.68346330214255,6.899149237036565,9.265348843617188,10.339956648362943,6.315789473684211,5.714285714285714,5.91860714028779,9.825887923622265
2026-01-02 18:00:00,4.9199159799859835,4.090479077681876,8.213042290165147,5.1837550967504,0.0,0.0,8.68346330214255,6.899149237036565,9.265348843617188,0.0,6.315789473684211,5.714285714285714,5.91860714028779,9.825887923622265
2026-01-02 19:00:00,4.9199159799859835,4.090479077681876,0.0,5.1837550967504,0.0,0.0,0.0,6.899149237036565,0.0,0.0,0.0,0.0,5.91860714028779,0.0
2026-01-02 20:00:00,4.9199159799859835,4.090479077681876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91860714028779,0.0
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,7.0588235294117645,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 09:00:00,7.0588235294117645,13.53164569280217,0.0,6.0,0.0,0.0,11.086496592845279,0.0,0.0,9.477201255250083,9.23076923076923,0.0,0.0,9.23076923076923
2026-01-03 10:00:00,7.0588235294117645,13.53164569280217,15.0,6.0,13.333333333333334,9.23076923076923,11.086496592845279,10.0,13.333333333333334,9.477201255250083,9.23076923076923,12.0,0.0,9.23076923076923
2026-01-03 11:00:00,7.0588235294117645,13.53164569280217,15.0,6.0,13.333333333333334,9.23076923076923,11.086496592845279,10.0,13.333333333333334,9.477201255250083,9.23076923076923,12.0,20.0,9.23076923076923
2026-01-03 12:00:00,0.0,13.53164569280217,0.0,6.0,0.0,9.23076923076923,0.0,10.0,0.0,9.477201255250083,0.0,0.0,20.0,0.0
2026-01-03 13:00:00,5.217391304347826,7.32964141693451,4.8,0.0,5.0,0.0,0.0,5.0,0.0,5.768731198847877,4.615384615384615,5.217391304347826,0.0,0.0
2026-01-03 14:00:00,5.217391304347826,7.32964141693451,4.8,5.0,5.0,5.454545454545454,5.5432482964226395,5.0,5.454545454545454,5.768731198847877,4.615384615384615,5.217391304347826,5.454545454545454,4.615384615384615
2026-01-03 15:00:00,5.217391304347826,7.32964141693451,4.8,5.0,5.0,5.454545454545454,5.5432482964226395,5.0,5.454545454545454,5.768731198847877,4.615384615384615,5.217391304347826,5.454545454545454,4.615384615384615
2026-01-03 16:00:00,5.217391304347826,7.32964141693451,4.8,5.0,5.0,5.454545454545454,5.5432482964226395,5.0,5.454545454545454,5.768731198847877,4.615384615384615,5.217391304347826,5.454545454545454,4.615384615384615
2026-01-03 17:00:00,5.217391304347826,7.32964141693451,4.8,5.0,5.0,5.454545454545454,5.5432482964226395,5.0,5.454545454545454,5.768731198847877,4.615384615384615,5.217391304347826,5.454545454545454,4.615384615384615
2026-01-03 18:00:00,5.217391304347826,7.32964141693451,4.8,5.0,5.0,5.454545454545454,5.5432482964226395,5.0,5.454545454545454,5.768731198847877,4.615384615384615,5.217391304347826,5.454545454545454,4.615384615384615
2026-01-03 19:00:00,0.0,0.0,0.0,5.0,0.0,0.0,5.5432482964226395,0.0,0.0,0.0,4.615384615384615,0.0,0.0,4.615384615384615
