date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_12,Consumption_kWh_Vehicle_13,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,2.566491246878698,0.0,0.0,0.0,0.0,1.7969071457165238,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,1.6678246193769914,1.9103789238302027,2.6137366451148227,2.731528386358882,1.561826742580698,0.0,2.6550845383672224,0.0,0.0,0.6608106118237435,0.0,3.0156735604485516,0.0
2026-01-01 07:00:00,1.3138556125604879,1.723875973616315,2.651237186655889,1.6591416526204108,3.0979834419415764,1.1418638060032276,2.0710139943766266,2.6209835351421473,2.0998799684029814,1.3805877512927829,2.283550473292939,0.0,1.2109606622565663,2.1561252891816176
2026-01-01 08:00:00,3.3458967828745734,0.6799683970760864,1.3710722864772023,1.5381842739403617,3.956268180850546,2.37436255557135,1.2414267664512473,1.8417618732286585,1.245796365523728,0.5664886392320001,2.837939992878039,2.913328005332466,1.5435671569263432,0.7784886958328081
2026-01-01 09:00:00,2.4362176257220076,1.1990020623330881,2.759115974244995,2.6137366451148227,2.459222933187195,1.3589736791181146,2.1558074581656856,0.7369437700074684,1.4651283247711844,0.6094245817566591,1.4681524237295476,0.9811424445427324,1.1501769989768502,3.292294221682349
2026-01-01 10:00:00,1.0501363059607964,1.5800588531834863,2.7225020930585986,0.5808303655810718,3.956268180850546,1.0362348311171272,2.4944869472285642,0.7369437700074684,0.591118580068174,1.4011092668440095,0.6608106118237435,3.946319465154499,1.9881529195165728,1.6198699611465313
2026-01-01 11:00:00,2.184222877563508,0.6799683970760864,2.12236937295228,1.374008064172575,3.2986727474824167,1.6701261232204863,3.3570824474918286,2.1998538342392617,1.6052886585039274,1.8296942818981394,2.303193265861932,3.1274243638050305,3.1695567122020534,2.529022400217223
2026-01-01 12:00:00,0.0,0.0,2.079653333018271,1.2721052126235248,0.0,0.0,1.2327910251831324,0.0,1.2105538939750782,1.66611261049258,0.0,1.8761450060175362,2.5835979585005466,1.2970059888638168
2026-01-01 13:00:00,0.0,0.7419912546782857,0.0,2.644396731037547,4.282996631740898,3.520105601279866,0.0,3.118789864181463,1.3379383099273048,0.0,1.7550425000734389,3.6204482753942036,1.5654590534699055,2.63462012756267
2026-01-01 14:00:00,0.7653583538283393,1.6923877772672515,4.049695074159653,1.7213229900397051,2.554263095258314,4.857350770861535,0.6863368559316627,2.6922321975286505,1.537740413114806,1.3369768299248104,1.6881165655253376,2.1276014797355423,2.5146968632548568,1.4021733685320452
2026-01-01 15:00:00,0.7634821869702646,0.6799683970760864,2.507738149562835,2.8147933101236555,3.123114374439711,3.1471119255075535,0.6863368559316627,1.0988450411755768,0.6553211793785626,0.46881818419200016,2.422863820957999,2.911097305656489,1.703976365238617,3.3630711659977304
2026-01-01 16:00:00,1.337752702486902,0.8311752879530512,2.703696374407984,2.3689093090456512,1.8718266670037784,3.54533332824732,1.4823291473114408,2.395270937756968,0.5035454570951112,0.756225547816341,2.7357559329502976,2.367033856079328,2.0354705826820507,1.9559556695448037
2026-01-01 17:00:00,0.5944831726731219,0.9843850055247251,2.664172002046844,1.2554706167535568,2.455652972048188,4.309024689720893,2.101805036068149,4.054109209329984,1.9369513467715824,0.5845284706148611,0.6695640313676308,1.2854071029726901,2.631696396861329,2.1764520429171226
2026-01-01 18:00:00,0.5944831726731219,2.397531541363181,2.680584601336053,2.1947242209470765,2.515106597044974,3.3797897309789797,1.5273862206355044,1.7006876794878827,1.0416827939377105,1.4793429099684359,0.6886738009476735,0.8045440611987119,0.8098512380005871,2.0234002369143087
2026-01-01 19:00:00,0.6851284940614278,2.1153678701866747,0.0,0.6255096244719235,0.0,0.0,0.6863368559316627,0.0,1.9688258724558305,0.46881818419200016,0.0,0.0,2.120956256160148,3.3630711659977304
2026-01-01 20:00:00,0.5944831726731219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2524896741699427,0.0,0.0,3.337221754204058,0.0
2026-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.9936303576053459,3.904706876768878,2.5343397957785028,0.0,0.0,0.0,0.0,0.0,0.7910644704085208,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,1.88770093997439,3.426373093972424,1.4948512847746733,0.0,1.1103036432203703,0.0,2.184523397429379,0.0,1.2158530002685513,0.0,1.1577685232005488,0.0,1.3795007389272842
2026-01-02 07:00:00,1.719417401773742,0.6554918407603298,0.867712639281973,2.5929404957014586,0.0,1.7103543176667173,0.0,0.7699806402436138,1.2562414371944872,0.7910644704085208,0.67232184,2.132962664687921,0.0,4.6718983669671035
2026-01-02 08:00:00,0.8545064657799749,1.2098440382680231,1.888263328459625,0.6617639362841415,1.817233583071511,2.85394204201715,4.613457604687874,2.851614941925964,3.033841944789346,0.7910644704085208,0.67232184,2.77332759,3.229380003667429,3.5098964715521954
2026-01-02 09:00:00,1.0056836826743885,1.456112846718411,0.911987459605782,2.299243558797084,3.0591401650557386,1.5236581438444172,1.2591941622266374,1.6328030316896778,4.149430746568013,0.7910644704085208,1.0830890493631096,1.803698275605809,3.2269806860638046,4.821225690162132
2026-01-02 10:00:00,1.7700326699951627,2.5209418849895338,3.680405916864384,1.4648140542215136,1.2937298353892828,1.3485458520900242,1.2591941622266374,0.755895345248433,2.4229827465669818,1.8869743428208803,1.8303369586430744,1.829169044602022,1.13481141072314,1.0713834867026961
2026-01-02 11:00:00,0.8545064657799749,1.6300333312460178,3.904706876768878,0.9765417216507009,3.628202032319305,1.3248490974682445,3.8536380910421952,0.755895345248433,2.317610925350948,0.9744185221574859,1.6799366994624596,2.617498620060127,3.902690042410936,3.059841307509723
2026-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1268506526001922,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 13:00:00,1.4753250252204793,0.9821840887915464,4.555491356230358,1.3659091408251447,2.146916714622221,3.11343062487486,0.0,0.0,3.6014795624042835,0.0,0.0,0.0,0.0,1.234574734065106
2026-01-02 14:00:00,0.66714407423307,0.5041883769979068,2.2415327362430815,1.0510562942396824,0.7395540240000001,1.2354827807642987,1.070315037892642,2.2755458905129866,1.1420376701768065,3.3784947963449463,1.6537931997240534,1.5742312229986752,3.282847295306226,3.9982159004221836
2026-01-02 15:00:00,0.9228790203842104,1.9060599166859158,2.3362515105414103,0.7130758403168224,2.362525035147892,3.604979421495348,4.816417670516889,3.0006468339140415,1.2966783837488165,3.2707911364177193,0.7784779200000002,2.9555986667413645,1.3515900540381023,1.2111291588813085
2026-01-02 16:00:00,0.6662600815886788,2.2688476964905804,2.3018599216073303,0.6389444902053781,1.7508626172703754,0.8011065381100774,1.2231045091984878,0.8503822634044871,1.1420376701768065,3.838484790850865,3.3896410306020766,1.1315730611056551,1.9562206155806772,3.52503224108596
2026-01-02 17:00:00,2.697591844441327,0.5041883769979068,2.471070735143869,1.8132811729749334,1.7056093008284137,3.154365845757334,2.0392745088165474,0.8503822634044871,1.246700692798252,1.2744927578803946,0.7784779200000002,1.2416883771305545,1.826453491624974,3.4707368514822146
2026-01-02 18:00:00,1.1531613914939476,1.8156000230955358,1.3997119446066568,0.6389444902053781,0.0,0.0,2.3451084711259886,2.3703721793962282,3.376115936492397,0.0,0.7784779200000002,1.1964389382273697,1.863232987294687,1.8245606741264146
2026-01-02 19:00:00,0.6064239434567563,0.5041883769979068,0.0,1.0237211813806237,0.0,0.0,0.0,1.9053396988052922,0.0,0.0,0.0,0.0,2.690238073499189,0.0
2026-01-02 20:00:00,1.845210889887665,0.819824913471908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.227752252162694,0.0
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,2.498896815244736,0.0,0.0,3.044079985197201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 09:00:00,1.8382532240744969,4.153303478162053,0.0,2.6586445922073585,0.0,0.0,2.1388744273558684,0.0,0.0,1.145840079526878,3.148241182889354,0.0,0.0,4.1935066929805265
2026-01-03 10:00:00,1.5038920495002384,5.758093561019563,5.285579871216416,2.5415967348081288,5.051734237111267,3.3477827194549388,1.3404117729992302,1.209049010004,1.612065346672,3.063982796275283,4.508309087798685,1.4508588120048,0.0,4.078179232718474
2026-01-03 11:00:00,1.2878449718821563,4.172234815834296,2.5385123307364177,1.5601067854189057,2.670325793669731,1.862215353009863,3.962189440824342,2.2740006068416028,4.043825880310473,3.578373721954271,4.540885656249825,4.137168772363987,4.3717274425429595,3.7521026198707244
2026-01-03 12:00:00,0.0,4.462698800831059,0.0,2.623596467224192,0.0,4.269573865251075,0.0,1.209049010004,0.0,1.145840079526878,0.0,0.0,3.1943893515343245,0.0
2026-01-03 13:00:00,0.6308081791325216,3.9878530644730428,1.5903536880888836,0.0,1.758576421098688,0.0,0.0,0.604524505002,0.0,1.4502186573504727,2.4103604720141445,1.2857191580214973,0.0,0.0
2026-01-03 14:00:00,0.6308081791325216,2.062403079609594,2.147325018428868,2.3018565446376313,0.7649508405284708,2.3815281773483403,0.6702058864996151,1.269080025299498,0.6594812781839999,0.6974678744946213,0.6063769392576447,2.6015514054156834,1.254613585065536,0.8300050443149495
