date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_2,Consumption_km_Vehicle_3,Consumption_km_Vehicle_4,Consumption_km_Vehicle_5
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00,0.0,0.0,0.0,0.3788771815023163,0.0,0.0
2026-01-01 08:00:00,0.0,0.19559239588308477,0.0,0.3634957370914204,0.0,0.0
2026-01-01 09:00:00,0.18131949059820934,0.2778963561163211,0.17866779579826791,0.49543192087310384,0.11329772784640002,0.11329772784640002
2026-01-01 10:00:00,0.18132202962994293,0.2872357476311865,0.314524688049661,0.49018923297760186,0.4897162443856328,0.36335680070028453
2026-01-01 11:00:00,0.4617591079287514,0.11329772784640002,0.18853535877342337,0.37039170245149494,0.3260168871671093,0.16740963895030642
2026-01-01 12:00:00,0.33621649159398637,0.19978018085785545,0.3274022629087974,0.11329772784640002,0.3680555126895384,0.20912416679305984
2026-01-01 13:00:00,0.14492676711546645,0.263272644286211,0.378837483016223,0.20053396127262796,0.1774505941515802,0.36746110381053
2026-01-01 14:00:00,0.30143930698148635,0.11329772784640002,0.5098397753088001,0.4254447569635806,0.39491957665498084,0.45317810682135595
2026-01-01 15:00:00,0.14586344317720742,0.12363210348957233,0.18722384961133828,0.46397567533730666,0.3192620801202846,0.420461772540244
2026-01-01 16:00:00,0.14550587974757365,0.28198911982367236,0.11329772784640002,0.4124493406546855,0.3882753701753716,0.41034198434022384
2026-01-01 17:00:00,0.25495144114951296,0.11329772784640002,0.11329772784640002,0.21997501346350853,0.43323084339255946,0.16548511486293135
2026-01-01 18:00:00,0.11329772784640002,0.13849212988735507,0.24469693396095243,0.3765776954939324,0.23468651580190458,0.2699937578306771
2026-01-01 19:00:00,0.11329772784640002,0.16402024701677068,0.3469575222496172,0.5098397753088001,0.11329772784640002,0.22850029750698614
2026-01-01 20:00:00,0.13057308470305015,0.0,0.2521347744133576,0.0,0.5098397753088001,0.44474712035076663
2026-01-01 21:00:00,0.0,0.0,0.11329772784640002,0.0,0.3216178790777129,0.17529586199042305
2026-01-01 22:00:00,0.0,0.0,0.4496114786168987,0.0,0.0,0.3899242550327975
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,0.48325055387804733,0.0,0.0,0.0,0.0,0.4281863280600308
2026-01-02 08:00:00,0.198670754652682,0.0,0.4515984956160431,0.42327613466241204,0.0,0.123259004
2026-01-02 09:00:00,0.24801880955862732,0.0,0.123259004,0.3459062301554998,0.0,0.28435648250458145
2026-01-02 10:00:00,0.123259004,0.2271382379452787,0.123259004,0.4511256472350767,0.23199570032006744,0.2070743537327014
2026-01-02 11:00:00,0.14506568882699977,0.46205075795025674,0.3772218829528132,0.22046523576127988,0.4991649988764166,0.14460701590678912
2026-01-02 12:00:00,0.2553198515027284,0.123259004,0.123259004,0.5546655180000001,0.17860753758575246,0.123259004
2026-01-02 13:00:00,0.123259004,0.21862165894553443,0.5546655180000001,0.3611601471230991,0.39258177960224294,0.3889266551523606
2026-01-02 14:00:00,0.2998679309203736,0.4153378647617373,0.1408544571031584,0.123259004,0.5020403283409943,0.2467375849097222
2026-01-02 15:00:00,0.13560070475735456,0.1442233649117268,0.234845756567357,0.123259004,0.3326459311834246,0.42165111210626954
2026-01-02 16:00:00,0.18758024001597676,0.26619366919199366,0.27006603120524025,0.44172132277365894,0.3223071337610438,0.41123485374175517
2026-01-02 17:00:00,0.13542102838727277,0.32037850265432644,0.2129423099142569,0.42473936026830017,0.48361358477368493,0.46613775843846145
2026-01-02 18:00:00,0.5483003887495275,0.5546655180000001,0.19220739866712402,0.5298394122440583,0.15437494857080095,0.215377682958944
