date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_2,Consumption_km_Vehicle_3,Consumption_km_Vehicle_4,Consumption_km_Vehicle_5,Consumption_km_Vehicle_6
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.0,0.3634957370914204,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,0.2778963561163211,0.0,0.49543192087310384,0.0,0.0,0.11329772784640002
2026-01-01 07:00:00,0.18132202962994293,0.2872357476311865,0.314524688049661,0.49018923297760186,0.4897162443856328,0.36335680070028453,0.39152077072828473
2026-01-01 08:00:00,0.4617591079287514,0.11329772784640002,0.18853535877342337,0.37039170245149494,0.3260168871671093,0.16740963895030642,0.486572320729123
2026-01-01 09:00:00,0.33621649159398637,0.19978018085785545,0.3274022629087974,0.11329772784640002,0.3680555126895384,0.20912416679305984,0.25171861765608256
2026-01-01 10:00:00,0.14492676711546645,0.263272644286211,0.378837483016223,0.20053396127262796,0.1774505941515802,0.36746110381053,0.11329772784640002
2026-01-01 11:00:00,0.30143930698148635,0.11329772784640002,0.5098397753088001,0.4254447569635806,0.39491957665498084,0.45317810682135595,0.3948885794874132
2026-01-01 12:00:00,0.0,0.0,0.18722384961133828,0.0,0.3192620801202846,0.420461772540244,0.0
2026-01-01 13:00:00,0.0,0.12363210348957233,0.0,0.46397567533730666,0.3882753701753716,0.0,0.3270724786219784
2026-01-01 14:00:00,0.14586344317720742,0.28198911982367236,0.11329772784640002,0.4124493406546855,0.43323084339255946,0.41034198434022384,0.31460005627561144
2026-01-01 15:00:00,0.14550587974757365,0.11329772784640002,0.11329772784640002,0.21997501346350853,0.23468651580190458,0.16548511486293135,0.4515287095617857
2026-01-01 16:00:00,0.25495144114951296,0.13849212988735507,0.24469693396095243,0.3765776954939324,0.11329772784640002,0.2699937578306771,0.5098397753088001
2026-01-01 17:00:00,0.11329772784640002,0.16402024701677068,0.3469575222496172,0.5098397753088001,0.5098397753088001,0.22850029750698614,0.12478100520435907
2026-01-01 18:00:00,0.11329772784640002,0.3994816189172547,0.2521347744133576,0.2926750201268329,0.3216178790777129,0.44474712035076663,0.12834233189711888
2026-01-01 19:00:00,0.13057308470305015,0.3524669297602824,0.11329772784640002,0.0,0.5098397753088001,0.17529586199042305,0.0
2026-01-01 20:00:00,0.11329772784640002,0.0,0.0,0.0,0.0,0.3899242550327975,0.0
2026-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.21862165894553443,0.0,0.0,0.0,0.123259004,0.0
2026-01-02 06:00:00,0.0,0.4153378647617373,0.0,0.4511256472350767,0.0,0.28435648250458145,0.0
2026-01-02 07:00:00,0.24801880955862732,0.1442233649117268,0.0,0.22046523576127988,0.17860753758575246,0.2070743537327014,0.123259004
2026-01-02 08:00:00,0.123259004,0.26619366919199366,0.4515984956160431,0.5546655180000001,0.39258177960224294,0.14460701590678912,0.123259004
2026-01-02 09:00:00,0.14506568882699977,0.32037850265432644,0.123259004,0.3611601471230991,0.5020403283409943,0.123259004,0.1985663257165701
2026-01-02 10:00:00,0.2553198515027284,0.5546655180000001,0.123259004,0.123259004,0.3326459311834246,0.3889266551523606,0.3355617757512303
2026-01-02 11:00:00,0.123259004,0.35864503161150485,0.3772218829528132,0.123259004,0.3223071337610438,0.2467375849097222,0.30798839490145097
2026-01-02 12:00:00,0.0,0.0,0.0,0.44172132277365894,0.0,0.0,0.0
2026-01-02 13:00:00,0.2998679309203736,0.24011468342435865,0.0,0.0,0.48361358477368493,0.0,0.0
2026-01-02 14:00:00,0.13560070475735456,0.123259004,0.123259004,0.42473936026830017,0.15437494857080095,0.42165111210626954,0.26185058995630844
2026-01-02 15:00:00,0.18758024001597676,0.465974738041223,0.5546655180000001,0.5298394122440583,0.2348586574032791,0.41123485374175517,0.123259004
2026-01-02 16:00:00,0.13542102838727277,0.5546655180000001,0.1408544571031584,0.18703912531069353,0.123259004,0.46613775843846145,0.5366931631786621
2026-01-02 17:00:00,0.5483003887495275,0.123259004,0.234845756567357,0.123259004,0.2294646143085074,0.215377682958944,0.123259004
2026-01-02 18:00:00,0.23438639931758204,0.44385999503130524,0.27006603120524025,0.4384839953856546,0.4592903099876376,0.0,0.123259004
2026-01-02 19:00:00,0.123259004,0.123259004,0.0,0.37107967282157506,0.0,0.0,0.0
2026-01-02 20:00:00,0.37504926860416055,0.20042271281742202,0.0,0.0,0.0,0.0,0.0
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,0.35401038215967096,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 09:00:00,0.260419206743887,0.3069326209428689,0.19292608890857377,0.0,0.0,0.20274934867181138,0.34105946147968
2026-01-03 10:00:00,0.21305137367920043,0.4255279580725677,0.1209049010004,0.18773427938811163,0.20921429300243016,0.4163971568425709,0.48840015117819097
2026-01-03 11:00:00,0.18244470434997215,0.3083316627225626,0.35738877540280484,0.3204968344544683,0.3963837147935935,0.4706738269084336,0.4919292794270645
2026-01-03 12:00:00,0.0,0.32979719556246456,0.0,0.1209049010004,0.0,0.1209049010004,0.0
2026-01-03 13:00:00,0.1209049010004,0.5440720545018,0.0,0.12497033242867109,0.0,0.34448977638414247,0.522244768936398
2026-01-03 14:00:00,0.1209049010004,0.281378441630799,0.1209049010004,0.3469127788302076,0.17095386746969474,0.1288574986868389,0.1313816701724897
2026-01-03 15:00:00,0.15611580289598767,0.1594388824312772,0.21512738556188837,0.5440720545018,0.1209049010004,0.2501124429006284,0.1209049010004
2026-01-03 16:00:00,0.4065997772358954,0.1209049010004,0.40940462217799906,0.16305617879750678,0.28130461944686,0.46643768370050664,0.25134600301299664
2026-01-03 17:00:00,0.2888465195809732,0.16239113921972814,0.3674497931822927,0.3820991455530954,0.3355421840225014,0.1209049010004,0.4217581289808201
2026-01-03 18:00:00,0.1209049010004,0.1209049010004,0.15501675109772114,0.23838410050849573,0.1509773433821113,0.4428835038734143,0.3199862875430076
2026-01-03 19:00:00,0.0,0.0,0.2110740325612864,0.0,0.0,0.0,0.45936759906826913
2026-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 09:00:00,0.0,0.13050301525000002,0.2748869904348741,0.5872635686250001,0.0,0.22003978284702833,0.0
2026-01-04 10:00:00,0.4164608780763139,0.2586412792674973,0.5094713469208688,0.15422093362875036,0.2135424917904389,0.21854748934930088,0.0
2026-01-04 11:00:00,0.13050301525000002,0.15294731478879034,0.3793417271652669,0.4430378590908362,0.46500661560548545,0.3572731523665774,0.3801137140572738
2026-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 13:00:00,0.19548374307736233,0.42068456926967,0.13050301525000002,0.44479780759380205,0.34026452459501233,0.5649681549619816,0.25696477297886794
2026-01-04 14:00:00,0.30957593589390936,0.5022907868978284,0.13050301525000002,0.13050301525000002,0.40514338807311306,0.2555491771985652,0.5167799133264533
