date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_12,Consumption_kWh_Vehicle_13,Consumption_kWh_Vehicle_14,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00,0.0,0.0,3.120697712585651,0.0,0.0,0.0,0.0,0.0,2.412427247051881,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00,0.0,2.039957044270785,2.404352379182904,2.243669905382406,3.6081880458777174,5.164326908179385,0.0,0.0,2.2851920295309127,0.0,0.0,1.2463049112798308,0.0,5.219093850429982,0.0
2026-01-01 09:00:00,2.277803424061295,2.8983572018593904,1.6040369753060695,4.8304248914906145,2.815234632822928,1.7297202934264162,2.496946492368325,1.757390471344876,3.376567364246386,1.2165503671061286,1.2639520045986425,1.2281232833394953,0.0,3.509585166206164,2.3599427536966817
2026-01-01 10:00:00,2.2778353203299058,2.9957636343739797,2.5077241322153356,3.0662458485653707,3.1929195102715737,1.2646121005133548,2.527375684732117,3.093689533200993,3.3331998808710135,4.321653611606707,3.080373611969644,3.298346991216676,1.7974887143924403,1.3532882323034034,2.342501702443349
2026-01-01 11:00:00,5.800791043817251,1.1816538008885138,0.9461992939755176,2.8427055259863536,4.077505932242023,2.6296022371453067,3.7104996493397375,1.854448595728486,2.342235414350131,2.5639086249709497,1.2639520045986425,4.328685585754049,2.6167715456658347,1.3532882323034034,1.1714678417231967
2026-01-01 12:00:00,4.223677626999802,2.083634107587098,2.6393129660570342,4.8304248914906145,2.5345845226853743,1.505060892425785,2.9863568114065426,3.220354370870055,0.9371981370589988,3.015304308574442,1.3597508730401144,1.7829213731342637,1.0376183542037396,1.3532882323034034,4.052205869394321
2026-01-01 13:00:00,1.8206243867365215,2.7458372440842895,2.5946519345844954,1.0734277536645809,4.077505932242023,1.1476282018176411,1.7469538160275657,3.7262752353686386,0.9371981370589988,1.2165503671061286,3.126161309942794,1.2281232833394953,3.8279046018558733,1.9587274784155468,1.5355460265182306
2026-01-01 14:00:00,3.786793594686363,1.1816538008885138,1.8626195623833546,2.539292842181685,3.399758833713086,1.8496616616659056,2.6479700386353002,5.01482407076846,2.7976339568353192,3.3037609925728053,4.082422126846404,3.3348533221867696,2.867789281089037,3.741844119857847,2.903636342147241
2026-01-01 15:00:00,1.8323912626174916,1.2894375534022429,1.8105152144677936,2.3509670322511353,3.565353187970626,3.742570165073385,0.8245554776310529,1.8415484886093934,3.1163614865522877,2.491377929530294,3.7174379644650344,2.59974120616046,1.4007241099928824,2.8574447202682207,1.1714678417231967
2026-01-01 16:00:00,1.8278994167511047,2.9410432281624677,3.0609316571452796,4.538009859068135,2.126279998005348,5.164326908179385,2.5855952605069765,1.114405349059658,2.690135949712756,3.232417886355743,3.6045413792937047,2.464542799498823,4.669282593916829,1.5739019707218984,3.2277299453937016
2026-01-01 17:00:00,3.202795594140376,1.1816538008885138,1.6189431328776172,2.953936755312798,2.5998166117584587,3.346003936435539,1.6427657325840157,1.114405349059658,1.097989449477474,3.7151336343709604,1.2639520045986425,3.948820290791998,1.944995885347518,3.160109779468251,1.295872862656613
2026-01-01 18:00:00,1.4232885365796593,1.4444221855569959,1.8021969624464638,4.8304248914906145,1.558190152444202,3.7693922405948355,1.8778006245252385,2.4068582599844954,2.393405912341865,1.5832358531135111,2.03881340212631,5.526554775027729,2.955468386016191,1.8053689848981038,4.517751946882776
2026-01-01 19:00:00,1.4232885365796593,1.7106710963594876,1.7652350405765977,4.065249995778644,2.044192630822317,0.0,3.7104996493397375,3.412701437540296,4.0509525657153445,1.2165503671061286,1.5759114238539376,0.0,2.253791189752317,2.3593067977862767,2.1639251762084037
2026-01-01 20:00:00,1.6403080465624822,0.0,1.7805835755783983,2.1544944333532747,2.0936844211841845,0.0,2.375223734626469,2.4800174428133848,0.0,4.679614995586376,3.988365851819491,0.0,1.0376183542037396,3.3556198738968654,2.509552666804589
2026-01-01 21:00:00,0.0,0.0,0.9431336779554013,0.0,0.0,0.0,0.0,1.114405349059658,0.0,2.516673653822073,1.2639520045986425,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42241381441097,0.0,0.0,3.3767607311022325,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,3.327626693622536,0.0,0.0,0.0,0.0,0.0,3.4656535379079023,0.0,0.0,0.0,2.152098162185396,4.786196743779576,1.345830086016273,2.7776732853448163,0.0
2026-01-02 08:00:00,1.3680317614105277,0.0,6.266768805339347,0.0,0.0,0.0,1.7386918623105971,4.3759148612833565,3.6880682372179416,0.0,0.7959311910809073,1.0635992763954614,1.2354464337107238,5.526163198824598,1.1938625232169502
2026-01-02 09:00:00,1.707838727932525,0.0,4.426764313273789,1.35534444911245,0.0,3.828390816654119,2.706468086712055,1.1943593980639988,2.81908400113847,0.0,1.2233330694061961,1.0635992763954614,1.3696092983676655,5.188413925759926,1.583612211186892
2026-01-02 10:00:00,0.8487521610647436,1.4871072759663884,1.3926152900754103,5.692165408497373,1.1102068855127218,1.2925322410034248,4.0279654871589585,1.1943593980639988,4.000861532781343,1.5033890546879578,0.7959311910809073,1.0635992763954614,3.3245173946170317,2.699674516770854,4.775272473472923
